,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,age-height-weight,num_for_test
6774,3799,Charles Howard Anderson,M,United States,USA,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,33.0(nan?nan,1469.98
6780,3803,Craig Anthony Anderson,M,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,23.0(187.0?86.0,364.24
6782,3805,"David Rollo ""Dave"" Anderson",M,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Bronze,20.0?nan?nan,1385.69
6786,3808,David Anderson,M,Canada,CAN,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Silver,23.0(190.0?86.0,1643.37
6794,3815,Gary Lee Anderson,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold,25.0*183.0?77.0,230.45
6795,3815,Gary Lee Anderson,M,United States,USA,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Gold,29.0:183.0?77.0,1519.2
6798,3816,Gary John Anderson,M,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,24.0?181.0?75.0,1931.62
6807,3820,Haley Danita Anderson,F,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver,20.0*178.0?68.0,1682.87
6812,3823,Jamie Louise Anderson,F,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Slopestyle,Gold,23.0:160.0?54.0,1009.58
6817,3824,Jasey-Jay Anderson,M,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Gold,34.0?178.0?80.0,370.94
6827,3828,John Franklin Anderson,M,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Gold,25.0:191.0?97.0,1917.08
6830,3831,John Edward Anderson,M,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Gold,33.0?183.0?89.0,1737.8
6853,3845,"Matthew John ""Matt"" Anderson",M,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze,29.0*202.0?100.0,226.22
6855,3847,Miller Altman Anderson,M,United States,USA,1948 Summer,1948,Summer,London,Diving,Diving Men's Springboard,Silver,25.0(nan?nan,662.03
6856,3847,Miller Altman Anderson,M,United States,USA,1952 Summer,1952,Summer,Helsinki,Diving,Diving Men's Springboard,Silver,29.0:nan?nan,586.3
6862,3853,Paul Richard Anderson,M,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze,33.0:183.0?86.0,205.39
6863,3854,Paul Edward Anderson,M,United States,USA,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Heavyweight,Gold,24.0:178.0?141.0,904.47
6872,3859,John Scott Anderson,M,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Multihull,Bronze,30.0:187.0?72.0,452.33
6876,3862,"Stephen Eugene ""Steve"" Anderson",M,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Silver,22.0:190.0?77.0,1490.65
6879,3864,"Thomas James ""Tom"" Anderson",M,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold,33.0:183.0?89.0,1852.5
6880,3865,"Osborne ""Ty"" Anderson",M,United States,USA,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0?175.0?77.0,581.72
6887,3869,Wendell Richard Anderson,M,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,22.0*182.0?77.0,1745.12
6888,3870,"William ""Will"" Anderson",M,Canada,CAN,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",Bronze,nan?nan?nan,1841.22
6892,3871,William Wallace Anderson,M,Union des Socits Franais de Sports Athletiques,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Silver,40.0:nan?nan,1021.51
6893,3872,William Harding Anderson,M,Great Britain,GBR,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0(nan?nan,246.46
6896,3874,"William Lloyd ""Willie"" Anderson, Jr.",M,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze,21.0(200.0?86.0,1691.21
6907,3880,Agneta Monica Andersson,F,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,23.0:172.0?68.0,1856.53
6908,3880,Agneta Monica Andersson,F,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,23.0?172.0?68.0,697.88
6909,3880,Agneta Monica Andersson,F,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver,23.0:172.0?68.0,1682.06
6913,3880,Agneta Monica Andersson,F,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,31.0*172.0?68.0,153.9
6914,3880,Agneta Monica Andersson,F,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,31.0*172.0?68.0,1160.55
6915,3880,Agneta Monica Andersson,F,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,35.0:172.0?68.0,1155.91
6916,3880,Agneta Monica Andersson,F,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,35.0*172.0?68.0,419.76
6919,3882,ke Gustav Andersson,M,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,33.0*nan?nan,1903.22
6920,3883,Albert Per Andersson,M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold,17.0(nan?nan,1718.62
6925,3885,ke Anders Andersson,M,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,27.0:177.0?72.0,28.76
6931,3887,Anders Wilhelm Andersson,M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver,44.0:nan?nan,1890.48
6933,3889,Anna Christina Andersson,F,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,20.0?169.0?63.0,893.57
6934,3890,Karl Arvid Andersson (-Holtman),M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold,23.0(nan?nan,323.69
6935,3891,Arvid Leander Andersson,M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,30.0*nan?nan,757.12
6946,3897,Bjarne Lennart Andersson,M,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,27.0?178.0?68.0,556.1
6952,3903,Cecilia Christine Elisabeth Andersson,F,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,23.0:179.0?74.0,1902.22
6965,3912,Klas Erik Andersson,M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze,24.0:nan?nan,1795.06
6973,3914,Frank ivind Stefan Andersson,M,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,28.0*186.0?93.0,1597.33
6978,3918,Erik Gsta Andersson,M,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,31.0(nan?nan,834.23
6979,3918,Erik Gsta Andersson,M,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,35.0:nan?nan,1401.72
6982,3920,Gunilla Victoria Andersson,F,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,26.0:169.0?69.0,199.69
6983,3920,Gunilla Victoria Andersson,F,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,30.0?169.0?69.0,1741.84
6996,3925,Svensk Hjalmar Zakeus Andersson,M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Individual",Silver,22.0*172.0?63.0,1569.09
6997,3925,Svensk Hjalmar Zakeus Andersson,M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Gold,22.0?172.0?63.0,486.38
7014,3936,Jonna Andersson,F,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver,23.0?167.0?61.0,1079.51
7020,3939,Kim Verner Andersson,M,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver,29.0:200.0?105.0,191.86
7042,3945,Bo Leif Andersson,M,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,30.0:183.0?71.0,522.54
7060,3951,Lina Marie Andersson,F,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold,24.0:158.0?58.0,410.32
7068,3954,Per Magnus Andersson,M,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Silver,26.0(180.0?80.0,702.02
7069,3954,Per Magnus Andersson,M,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Silver,30.0?180.0?80.0,189.04
7070,3954,Per Magnus Andersson,M,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver,34.0*180.0?80.0,1021.81
7077,3959,Erik Mattias Andersson,M,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver,34.0?186.0?95.0,556.89
7079,3960,Olof Mauritz Andersson,M,Sweden,SWE,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,21.0?nan?73.0,284.72
7088,3964,Bo Mikael Andersson,M,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,28.0*187.0?88.0,1727.47
7104,3977,Nils Peter Andersson,M,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,25.0*190.0?92.0,1770.34
7106,3978,Ramon Dean Andersson,M,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,29.0(188.0?95.0,1372.87
7111,3980,Robert Theodor Andersson,M,Sweden,SWE,1908 Summer,1908,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze,21.0*nan?nan,868.78
7115,3980,Robert Theodor Andersson,M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,Silver,25.0?nan?nan,1010.87
7118,3980,Robert Theodor Andersson,M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze,33.0(nan?nan,444.99
7120,3981,Robert Andersson,M,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Silver,22.0(191.0?83.0,318.56
7121,3981,Robert Andersson,M,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Silver,26.0*191.0?83.0,619.75
7131,3986,Karl Sigurd Andersson,M,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,25.0(nan?nan,1950.17
7135,3989,Carl Sture Mikael Andersson,M,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,30.0(173.0?77.0,1673.38
7136,3990,Sune Isidor Andersson,M,Sweden,SWE,1948 Summer,1948,Summer,London,Football,Football Men's Football,Gold,27.0*nan?nan,1464.66
7140,3993,Thure Elof Andersson,M,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver,29.0(nan?nan,1597.14
7144,3995,Karl Volger Andersson,M,Sweden,SWE,1928 Winter,1928,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze,32.0(nan?nan,1607.66
7147,3996,"Kletus Vilhelm ""Wille"" Andersson",M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,Silver,21.0:nan?nan,1595.66
7149,3996,"Kletus Vilhelm ""Wille"" Andersson",M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze,29.0(nan?nan,1845.25
7151,3997,Hans Lennart Andersson-Tvilling,M,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,23.0:nan?nan,466.74
7153,3998,Stig Gunnar Andersson-Tvilling,M,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,23.0?nan?nan,1399.09
7167,4005,Carola Anding (-Jacob),F,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,19.0:168.0?53.0,1155.68
7173,4007,Soslan Petrovich Andiyev,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,24.0:194.0?125.0,1187.49
7174,4007,Soslan Petrovich Andiyev,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,28.0?194.0?125.0,1520.97
7183,4013,Kenkichi Ando,M,Japan,JPN,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Bantamweight,Bronze,26.0?154.0?59.0,932.89
7186,4014,Kozue Ando,F,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver,30.0?164.0?57.0,768.33
7192,4018,Misako Ando,F,Japan,JPN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Silver,29.0*163.0?60.0,956.1
7195,4021,Yuya Ando,M,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze,26.0*183.0?89.0,906.75
7207,4029,Manuel ngel Andrada,M,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Polo,Polo Men's Polo,Gold,46.0:nan?nan,287.7
7208,4030,Jorge Luiz Andrade da Silva,M,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver,31.0:170.0?72.0,261.61
7222,4042,Jos Leandro Andrade,M,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold,22.0(179.0?77.0,1898.96
7223,4042,Jos Leandro Andrade,M,Uruguay,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold,26.0(179.0?77.0,794.82
7244,4055,Andr Luiz Moreira,M,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze,21.0*183.0?79.0,812.29
7247,4057,"William Jules ""Bill"" Andre",M,United States,USA,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,25.0*178.0?68.0,775.63
7251,4059,"Georges Ivan ""Go"" Andr (Monnard-)",M,France,FRA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's High Jump,Silver,18.0*188.0?85.0,1351.74
7261,4059,"Georges Ivan ""Go"" Andr (Monnard-)",M,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,30.0*188.0?85.0,989.88
7263,4060,Georges Jules Andr,M,France,FRA,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Bronze,47.0*nan?nan,1284.89
7276,4071,Andr Lus dos Santos Ferreira,M,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Silver,24.0(180.0?82.0,170.65
7294,4083,Larry Edwin Andreasen,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Men's Springboard,Bronze,18.0(163.0?61.0,898.93
7300,4085,Gunn Margit Aas Andreassen,F,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,24.0:177.0?60.0,869.25
7304,4085,Gunn Margit Aas Andreassen,F,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,28.0:177.0?60.0,353.28
7309,4087,Rolf Siljan Andreassen,M,Norway,NOR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Silver,27.0*190.0?88.0,1297.39
7316,4094,Alessandro Andrei,M,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,Gold,25.0?191.0?118.0,1639.46
7324,4100,Vasile Andrei,M,Romania,ROU,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,24.0?190.0?101.0,678.32
7325,4100,Vasile Andrei,M,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,29.0(190.0?101.0,1364.94
7329,4101,Andria Suntaque,F,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver,26.0*175.0?65.0,1884.2
7330,4101,Andria Suntaque,F,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver,30.0(175.0?65.0,893.39
7342,4108,Arnaldo Andreoli,M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold,26.0(nan?nan,1091.61
7344,4109,Severino Andreoli,M,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,23.0?173.0?73.0,1211.68
7345,4110,"Giannin ""Gian"" Andreossi",M,Switzerland,SUI,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,25.0:nan?nan,83.72
7346,4111,"Munrezzan ""Mezzi"" Andreossi",M,Switzerland,SUI,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,30.0(nan?nan,880.28
7353,4116,Ioannis Andreou,M,Greece,GRE,1896 Summer,1896,Summer,Athina,Swimming,"Swimming Men's 1,200 metres Freestyle",Silver,nan:nan?nan,521.65
7358,4121,Dominic Andres,M,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold,25.0?179.0?74.0,1338.27
7361,4123,Cyril Romain Andresen,M,Tip,DEN,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,Silver,26.0*nan?nan,989.07
7362,4124,Frode Andresen,M,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,24.0:191.0?76.0,960.93
7367,4124,Frode Andresen,M,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,28.0:191.0?76.0,118.86
7368,4124,Frode Andresen,M,Norway,NOR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze,32.0?191.0?76.0,513.55
7411,4145,"Janice ""Jan"" Andrew (-Thornett)",F,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Butterfly,Bronze,16.0*162.0?54.0,927.79
7412,4145,"Janice ""Jan"" Andrew (-Thornett)",F,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,16.0?162.0?54.0,1160.15
7423,4153,Arthur Fleming Andrews,M,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 5 mile,Bronze,27.0?nan?nan,87.09
7424,4153,Arthur Fleming Andrews,M,United States,USA,1904 Summer,1904,Summer,St. Louis,Cycling,Cycling Men's 25 mile,Silver,27.0*nan?nan,185.92
7434,4161,Scott Andrews,M,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Men's Curling,Silver,24.0?175.0?85.0,859.1
7436,4163,"Michelle ""Shelley"" Andrews (-Mitchell)",F,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,24.0*168.0?59.0,1344.06
7440,4165,Theresa Andrews,F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Gold,21.0(167.0?62.0,830.71
7441,4165,Theresa Andrews,F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,21.0:167.0?62.0,236.35
7444,4166,"Walter Emanuel ""Walt"" Andrews",M,Canada,CAN,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",Bronze,27.0:nan?nan,467.17
7449,4168,Boris Vasilyevich Andreyev,M,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,46.0?nan?nan,1110.87
7450,4168,Boris Vasilyevich Andreyev,M,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,46.0:nan?nan,683.97
7462,4173,Sergey Vasilyevich Andreyev,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Bronze,24.0:173.0?70.0,1125.61
7467,4176,Vladimir Georgiyevich Andreyev,M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Bronze,23.0?215.0?90.0,1152.83
7478,4179,Vladimir Vasilyevich Andreyev,M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Bronze,34.0*170.0?58.0,1089.91
7495,4187,Yelena Valentinovna Andreyuk (-Chesnokova),F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold,21.0?180.0?85.0,939.8
7498,4189,Nikolaos Andriakopoulos,M,Greece,GRE,1896 Summer,1896,Summer,Athina,Gymnastics,Gymnastics Men's Rope Climbing,Gold,nan:nan?nan,1555.46
7511,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,Silver,19.0*166.0?60.0,1400.48
7512,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,Gold,19.0:166.0?60.0,529.41
7513,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,Bronze,19.0(166.0?60.0,860.48
7518,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,Gold,23.0(166.0?60.0,634.55
7519,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Silver,23.0:166.0?60.0,348.74
7520,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,Gold,23.0?166.0?60.0,28.27
7521,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,Gold,23.0?166.0?60.0,1793.26
7522,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,Silver,23.0?166.0?60.0,1364.39
7524,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,Gold,23.0*166.0?60.0,1668.72
7525,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,23.0(166.0?60.0,1767.27
7526,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Individual All-Around,Silver,27.0?166.0?60.0,929.76
7527,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold,27.0:166.0?60.0,404.62
7528,4198,Nikolay Yefimovich Andrianov,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Silver,27.0?166.0?60.0,925.09
